GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,LeaderGap,PlayerName-0,Player-1,Average,Player-0,Player-2,PlayerName-1,PlayerName-2
-641580326,Descent2e,0,ACTION_CHOSEN,0,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,1,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,2,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,3,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,4,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,5,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,6,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,7,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,8,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,9,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,10,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,11,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,12,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,13,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,14,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,15,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,16,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,17,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,18,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,19,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,20,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,21,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,22,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,23,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,24,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,25,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,26,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,27,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,28,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,29,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,30,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,31,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,32,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,33,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,34,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,35,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,36,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,37,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,38,3,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,39,3,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,40,3,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,41,3,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,42,3,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,43,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,44,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,45,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,46,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,47,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,48,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,49,5,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,50,6,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,51,6,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,52,6,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,53,6,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,54,6,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ACTION_CHOSEN,55,6,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,0,ROUND_OVER,55,7,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,56,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,57,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,58,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,59,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,60,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,61,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,62,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,63,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,64,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,65,3,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,66,3,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,67,3,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,68,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,69,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,70,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,71,5,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ACTION_CHOSEN,72,6,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,1,ROUND_OVER,72,7,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,73,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,74,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,75,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,76,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,77,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,78,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,79,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,80,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,81,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,82,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,83,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,84,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,85,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,86,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,87,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,88,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,89,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,90,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,91,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,92,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,93,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,94,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,95,3,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,96,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,97,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,98,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,99,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,100,5,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ACTION_CHOSEN,101,6,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,2,ROUND_OVER,101,7,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,102,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,103,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,104,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,105,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,106,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,107,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,108,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,109,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,110,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,111,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,112,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,113,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,114,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,115,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,116,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,117,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,118,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,119,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,120,3,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,121,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,122,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,123,5,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ACTION_CHOSEN,124,6,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,3,ROUND_OVER,124,7,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,125,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,126,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,127,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,128,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,129,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,130,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,131,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,132,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,133,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,134,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,135,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,136,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,137,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,138,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,139,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,140,1,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,141,2,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,142,3,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,143,3,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,144,4,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,145,5,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,146,6,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,147,6,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ACTION_CHOSEN,148,6,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,4,ROUND_OVER,148,7,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
-641580326,Descent2e,5,GAME_OVER,149,0,3,2,0.0,OSLA,0.0,0.0,0.0,0.0,OSLA,OSLA
