GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Barghest Minion 1,Hero 1,Barghest Minion 3,Barghest Minion 2,Hero 3,Hero 2,Hero 4,Goblin Minion 3,Goblin Minion 4,Goblin Minion 1,Goblin Minion 2,Goblin Master,Barghest Master
510837275,Descent2e,0,ABOUT_TO_START,0,0,5,2,"(11,6)","(1,16)","(11,4)","(6,2)","(2,16)","(2,15)","(1,15)","(4,2)","(5,7)","(2,2)","(5,5)","(3,2)","(7,4)"
510837275,Descent2e,0,ROUND_OVER,24,13,5,2,"(9,4)","(1,16)","(7,3)","(6,2)","(2,16)","(2,15)","(1,15)","(3,7)","(5,7)","(7,10)","(5,5)","(4,6)","(7,4)"
510837275,Descent2e,1,ROUND_OVER,69,13,5,2,"(8,7)","(1,16)","(7,3)","(8,2)","(3,17)","(2,15)","(1,15)","(3,7)","(5,7)","(8,13)","(4,8)","(4,6)","(7,4)"
510837275,Descent2e,2,ROUND_OVER,100,13,5,2,"(8,7)","(1,16)","(7,3)","(8,2)","(3,17)","(2,15)","(1,15)","(3,7)","(5,7)","(5,17)","(4,8)","(4,6)","(7,4)"
510837275,Descent2e,3,ROUND_OVER,119,13,5,2,"(8,7)","(1,16)","(7,3)","(8,2)","(3,17)","(2,15)","(1,15)","(3,11)","(5,7)","(5,17)","(4,8)","(4,6)","(7,4)"
510837275,Descent2e,4,ROUND_OVER,133,13,5,2,"(8,7)","(1,16)","(7,3)","(8,2)","(3,17)","(2,15)","(1,15)","(3,11)","(5,7)","(5,17)","(4,8)","(4,6)","(7,4)"
510837275,Descent2e,5,ROUND_OVER,165,13,5,2,"(8,7)","(1,16)","(7,3)","(8,2)","(3,17)","(2,15)","(4,16)","(3,11)","(5,7)","(5,17)","(4,8)","(4,6)","(7,4)"
510837275,Descent2e,6,GAME_OVER,166,0,5,2,"(8,7)","(1,16)","(7,3)","(8,2)","(3,17)","(2,15)","(4,16)","(3,11)","(5,7)","(5,17)","(4,8)","(4,6)","(7,4)"
-1489172791,Descent2e,0,ABOUT_TO_START,0,0,5,3,"(7,3)","(2,16)","(6,3)","(8,6)","(2,15)","(1,15)","(1,16)","(5,3)","(3,4)","(4,4)","(5,4)","(3,3)","(10,4)"
-1489172791,Descent2e,0,ROUND_OVER,27,13,5,3,"(7,3)","(2,16)","(6,3)","(8,6)","(2,15)","(1,15)","(1,16)","(4,7)","(3,4)","(2,7)","(8,13)","(3,8)","(10,4)"
-1489172791,Descent2e,1,ROUND_OVER,48,13,5,3,"(7,3)","(2,16)","(6,3)","(8,6)","(3,15)","(1,15)","(1,16)","(4,7)","(3,4)","(2,7)","(3,14)","(3,8)","(10,4)"
-1489172791,Descent2e,2,ROUND_OVER,77,12,5,3,"(7,3)","(2,16)","(6,3)","(8,6)","(4,14)","(1,15)","(1,16)","(8,10)","(11,6)","(2,7)","(4,7)","(3,8)","(9,6)"
-1489172791,Descent2e,3,ROUND_OVER,106,13,5,3,"(7,3)","(2,16)","(6,3)","(9,6)","(4,14)","(1,15)","(4,13)","(8,10)","(7,9)","(2,7)","(4,7)","(3,8)","(10,5)"
-1489172791,Descent2e,4,ROUND_OVER,144,13,5,3,"(7,4)","(1,16)","(6,3)","(9,6)","(4,14)","(1,15)","(4,13)","(8,10)","(7,9)","(2,7)","(4,7)","(3,8)","(10,5)"
-1489172791,Descent2e,5,ROUND_OVER,189,13,5,3,"(7,4)","(2,15)","(6,3)","(9,6)","(3,14)","(1,15)","(4,13)","(8,10)","(7,9)","(2,7)","(4,7)","(3,8)","(10,5)"
-1489172791,Descent2e,6,ROUND_OVER,221,13,5,3,"(7,4)","(1,16)","(6,3)","(9,6)","(2,15)","(1,15)","(4,13)","(8,10)","(7,9)","(2,7)","(4,7)","(4,14)","(10,5)"
-1489172791,Descent2e,7,ROUND_OVER,249,12,5,3,"(7,4)","(1,16)","(6,3)","(9,6)","(2,15)","(1,15)","(3,14)","(7,10)","(10,12)","(2,7)","(4,7)","(11,6)","(10,5)"
-1489172791,Descent2e,8,ROUND_OVER,276,13,5,3,"(7,4)","(1,16)","(3,3)","(9,6)","(2,15)","(4,14)","(3,14)","(7,10)","(7,14)","(2,7)","(4,7)","(7,9)","(10,5)"
-1489172791,Descent2e,9,ROUND_OVER,304,13,5,3,"(7,4)","(1,16)","(3,3)","(9,6)","(2,15)","(1,15)","(3,14)","(10,10)","(3,17)","(2,7)","(4,7)","(7,14)","(10,5)"
-1489172791,Descent2e,10,ROUND_OVER,327,13,5,3,"(7,4)","(1,16)","(3,3)","(9,6)","(2,15)","(1,15)","(4,17)","(10,10)","(3,17)","(2,7)","(4,7)","(7,14)","(10,5)"
-1489172791,Descent2e,11,ROUND_OVER,347,13,5,3,"(7,4)","(1,16)","(3,3)","(9,6)","(2,15)","(1,15)","(4,16)","(10,10)","(3,17)","(2,7)","(4,7)","(7,14)","(10,5)"
-1489172791,Descent2e,12,GAME_OVER,348,0,5,3,"(7,4)","(1,16)","(3,3)","(9,6)","(2,15)","(1,15)","(4,16)","(10,10)","(3,17)","(2,7)","(4,7)","(7,14)","(10,5)"
-1616619103,Descent2e,0,ABOUT_TO_START,0,0,5,4,"(7,3)","(2,16)","(9,4)","(8,3)","(1,16)","(1,15)","(2,15)","(4,7)","(3,5)","(2,6)","(5,2)","(2,3)","(6,4)"
-1616619103,Descent2e,0,ROUND_OVER,35,13,5,4,"(7,3)","(6,17)","(8,4)","(6,3)","(3,17)","(1,15)","(2,15)","(4,7)","(3,8)","(2,6)","(2,7)","(3,7)","(6,4)"
-1616619103,Descent2e,1,ROUND_OVER,71,13,5,4,"(7,3)","(6,17)","(8,4)","(6,3)","(6,16)","(4,16)","(2,15)","(4,7)","(6,15)","(4,6)","(2,7)","(3,7)","(6,4)"
-1616619103,Descent2e,2,ROUND_OVER,100,12,5,4,"(7,4)","(6,17)","(7,3)","(6,3)","(6,16)","(4,16)","(6,15)","(4,7)","(8,7)","(4,6)","(2,7)","(3,7)","(6,4)"
-1616619103,Descent2e,3,ROUND_OVER,144,13,5,4,"(7,4)","(6,17)","(7,3)","(3,3)","(8,16)","(4,17)","(6,15)","(4,7)","(8,7)","(4,6)","(2,7)","(3,7)","(6,4)"
-1616619103,Descent2e,4,ROUND_OVER,175,13,5,4,"(8,4)","(10,17)","(7,3)","(3,3)","(4,17)","(3,17)","(6,15)","(4,7)","(8,7)","(4,6)","(2,7)","(3,7)","(6,4)"
-1616619103,Descent2e,5,ROUND_OVER,202,13,5,4,"(8,4)","(8,17)","(7,3)","(3,3)","(4,17)","(3,17)","(6,15)","(4,7)","(8,7)","(4,6)","(2,7)","(5,17)","(6,4)"
-1616619103,Descent2e,6,ROUND_OVER,219,13,5,4,"(8,4)","(8,17)","(7,3)","(3,3)","(4,17)","(3,17)","(6,15)","(4,7)","(7,12)","(4,6)","(2,7)","(5,17)","(6,4)"
-1616619103,Descent2e,7,ROUND_OVER,234,13,5,4,"(8,4)","(8,17)","(7,3)","(3,3)","(4,17)","(3,17)","(6,15)","(4,7)","(7,12)","(4,6)","(2,7)","(5,17)","(6,4)"
-1616619103,Descent2e,8,ROUND_OVER,263,12,5,4,"(8,4)","(8,17)","(6,3)","(3,3)","(4,17)","(3,17)","(6,16)","(4,7)","(6,15)","(4,11)","(2,7)","(8,7)","(6,4)"
-1616619103,Descent2e,9,GAME_OVER,264,0,5,4,"(8,4)","(8,17)","(6,3)","(3,3)","(4,17)","(3,17)","(6,16)","(4,7)","(6,15)","(4,11)","(2,7)","(8,7)","(6,4)"
-1997911799,Descent2e,0,ABOUT_TO_START,0,0,5,5,"(7,2)","(2,15)","(10,6)","(7,4)","(1,16)","(1,15)","(2,16)","(3,7)","(2,7)","(2,4)","(4,6)","(4,4)","(11,4)"
-1997911799,Descent2e,0,ROUND_OVER,49,13,5,5,"(7,3)","(2,15)","(10,6)","(5,3)","(3,17)","(1,15)","(2,16)","(3,7)","(2,7)","(4,7)","(4,6)","(3,9)","(8,2)"
-1997911799,Descent2e,1,ROUND_OVER,88,13,5,5,"(7,3)","(1,16)","(9,6)","(5,3)","(4,16)","(2,15)","(2,16)","(3,7)","(2,7)","(4,7)","(4,6)","(3,9)","(8,2)"
-1997911799,Descent2e,2,ROUND_OVER,125,13,5,5,"(7,3)","(1,16)","(9,6)","(5,3)","(5,13)","(3,14)","(2,16)","(3,7)","(2,7)","(4,7)","(5,7)","(4,13)","(8,2)"
-1997911799,Descent2e,3,ROUND_OVER,158,13,5,5,"(7,3)","(1,16)","(9,6)","(5,3)","(5,13)","(5,17)","(2,16)","(3,7)","(2,7)","(4,7)","(5,8)","(4,13)","(8,2)"
-1997911799,Descent2e,4,ROUND_OVER,181,13,5,5,"(7,3)","(1,16)","(9,6)","(5,3)","(5,13)","(5,17)","(2,16)","(3,7)","(2,7)","(4,7)","(5,8)","(5,16)","(9,5)"
-1997911799,Descent2e,5,ROUND_OVER,206,13,5,5,"(7,3)","(1,16)","(9,6)","(5,3)","(5,13)","(6,17)","(2,16)","(3,7)","(2,7)","(4,7)","(5,8)","(5,16)","(9,5)"
-1997911799,Descent2e,6,ROUND_OVER,226,13,5,5,"(7,3)","(1,16)","(9,6)","(5,3)","(5,13)","(6,17)","(2,16)","(3,7)","(2,7)","(4,7)","(5,8)","(5,16)","(9,5)"
-1997911799,Descent2e,7,ROUND_OVER,251,13,5,5,"(7,3)","(1,16)","(9,6)","(5,3)","(3,14)","(6,17)","(2,16)","(3,7)","(2,7)","(4,7)","(5,8)","(5,16)","(9,5)"
-1997911799,Descent2e,8,GAME_OVER,252,0,5,5,"(7,3)","(1,16)","(9,6)","(5,3)","(3,14)","(6,17)","(2,16)","(3,7)","(2,7)","(4,7)","(5,8)","(5,16)","(9,5)"
-853249650,Descent2e,0,ABOUT_TO_START,0,0,5,6,"(7,3)","(1,16)","(9,4)","(6,4)","(2,16)","(2,15)","(1,15)","(2,5)","(3,3)","(3,2)","(3,5)","(5,7)","(9,2)"
-853249650,Descent2e,0,ROUND_OVER,32,13,5,6,"(11,5)","(1,16)","(9,4)","(6,4)","(2,16)","(2,15)","(10,11)","(2,5)","(3,7)","(3,6)","(3,5)","(3,10)","(9,2)"
-853249650,Descent2e,1,ROUND_OVER,50,13,5,6,"(11,5)","(1,16)","(9,4)","(6,4)","(2,16)","(2,15)","(10,11)","(2,5)","(3,7)","(3,6)","(3,5)","(6,16)","(9,2)"
-853249650,Descent2e,2,ROUND_OVER,70,13,5,6,"(11,5)","(1,16)","(9,4)","(6,4)","(2,16)","(2,15)","(9,9)","(2,5)","(3,7)","(3,6)","(3,5)","(6,16)","(9,2)"
-853249650,Descent2e,3,ROUND_OVER,88,13,5,6,"(11,5)","(1,16)","(9,4)","(6,4)","(1,15)","(2,15)","(9,9)","(2,5)","(3,7)","(3,6)","(3,5)","(6,16)","(9,2)"
-853249650,Descent2e,4,ROUND_OVER,112,13,5,6,"(11,5)","(1,16)","(9,4)","(6,4)","(1,15)","(2,15)","(8,8)","(2,5)","(3,7)","(3,6)","(3,5)","(6,16)","(9,2)"
-853249650,Descent2e,5,GAME_OVER,113,0,5,6,"(11,5)","(1,16)","(9,4)","(6,4)","(1,15)","(2,15)","(8,8)","(2,5)","(3,7)","(3,6)","(3,5)","(6,16)","(9,2)"
2094340922,Descent2e,0,ABOUT_TO_START,0,0,5,7,"(8,2)","(2,15)","(11,4)","(8,6)","(1,15)","(1,16)","(2,16)","(2,7)","(5,2)","(4,3)","(3,4)","(2,6)","(10,3)"
2094340922,Descent2e,0,ROUND_OVER,51,13,5,7,"(8,2)","(5,16)","(11,4)","(8,6)","(1,15)","(1,16)","(6,14)","(2,7)","(4,7)","(3,6)","(5,7)","(2,6)","(10,3)"
2094340922,Descent2e,1,ROUND_OVER,91,13,5,7,"(8,2)","(2,16)","(11,4)","(8,6)","(1,15)","(4,17)","(6,14)","(2,7)","(4,7)","(3,6)","(5,7)","(3,16)","(10,3)"
2094340922,Descent2e,2,ROUND_OVER,108,13,5,7,"(8,2)","(2,16)","(11,4)","(7,3)","(1,15)","(4,17)","(6,14)","(2,7)","(4,7)","(3,6)","(5,7)","(3,16)","(10,3)"
2094340922,Descent2e,3,ROUND_OVER,121,13,5,7,"(8,2)","(2,16)","(11,4)","(7,3)","(1,15)","(4,17)","(6,14)","(2,7)","(4,7)","(3,6)","(5,7)","(3,16)","(10,3)"
2094340922,Descent2e,4,ROUND_OVER,147,13,5,7,"(8,2)","(2,16)","(11,5)","(7,3)","(1,15)","(4,17)","(4,16)","(2,7)","(4,7)","(3,6)","(5,7)","(3,16)","(10,3)"
2094340922,Descent2e,5,GAME_OVER,149,1,5,7,"(8,2)","(2,16)","(11,5)","(7,3)","(1,15)","(4,17)","(4,16)","(2,7)","(4,7)","(3,6)","(5,7)","(3,16)","(10,3)"
-2111452579,Descent2e,0,ABOUT_TO_START,0,0,5,8,"(10,6)","(1,16)","(7,3)","(9,6)","(2,15)","(1,15)","(2,16)","(3,6)","(3,4)","(3,2)","(5,4)","(5,7)","(10,3)"
-2111452579,Descent2e,0,ROUND_OVER,28,13,5,8,"(10,6)","(1,16)","(9,3)","(9,6)","(2,15)","(1,15)","(5,17)","(3,6)","(5,8)","(3,10)","(3,8)","(5,7)","(10,3)"
-2111452579,Descent2e,1,ROUND_OVER,70,13,5,8,"(10,6)","(2,16)","(9,3)","(9,6)","(1,16)","(1,15)","(5,17)","(3,10)","(5,8)","(4,12)","(5,10)","(5,7)","(10,3)"
-2111452579,Descent2e,2,ROUND_OVER,96,13,5,8,"(10,6)","(2,16)","(9,3)","(9,6)","(1,16)","(2,15)","(5,17)","(3,10)","(5,8)","(3,16)","(5,12)","(5,7)","(10,3)"
-2111452579,Descent2e,3,ROUND_OVER,117,13,5,8,"(10,6)","(2,16)","(9,3)","(9,6)","(1,16)","(2,15)","(4,16)","(3,10)","(5,8)","(3,16)","(5,12)","(5,7)","(10,3)"
-2111452579,Descent2e,4,ROUND_OVER,131,13,5,8,"(10,6)","(2,16)","(9,3)","(9,6)","(1,16)","(2,15)","(4,16)","(3,10)","(5,8)","(3,16)","(5,12)","(5,7)","(10,3)"
-2111452579,Descent2e,5,ROUND_OVER,159,13,5,8,"(10,6)","(2,16)","(9,3)","(9,6)","(1,16)","(2,15)","(5,16)","(3,10)","(5,8)","(3,16)","(5,12)","(5,7)","(10,3)"
-2111452579,Descent2e,6,GAME_OVER,160,0,5,8,"(10,6)","(2,16)","(9,3)","(9,6)","(1,16)","(2,15)","(5,16)","(3,10)","(5,8)","(3,16)","(5,12)","(5,7)","(10,3)"
1492245547,Descent2e,0,ABOUT_TO_START,0,0,5,9,"(7,2)","(1,15)","(8,6)","(11,4)","(1,16)","(2,15)","(2,16)","(2,6)","(5,3)","(2,4)","(5,7)","(5,6)","(6,2)"
1492245547,Descent2e,0,ROUND_OVER,34,13,5,9,"(7,2)","(1,15)","(8,6)","(11,4)","(1,16)","(2,15)","(5,16)","(2,6)","(3,8)","(6,14)","(5,7)","(7,9)","(6,2)"
1492245547,Descent2e,1,ROUND_OVER,50,13,5,9,"(7,2)","(1,15)","(8,6)","(11,4)","(1,16)","(2,15)","(5,16)","(2,6)","(3,8)","(6,14)","(5,7)","(9,14)","(6,2)"
1492245547,Descent2e,2,ROUND_OVER,65,13,5,9,"(7,2)","(1,15)","(8,6)","(11,4)","(1,16)","(2,15)","(5,16)","(2,6)","(3,8)","(6,14)","(5,7)","(6,17)","(6,2)"
1492245547,Descent2e,3,ROUND_OVER,90,13,5,9,"(7,2)","(1,15)","(8,6)","(11,4)","(1,16)","(2,15)","(7,12)","(2,6)","(3,8)","(6,14)","(5,7)","(6,17)","(6,2)"
1492245547,Descent2e,4,GAME_OVER,91,0,5,9,"(7,2)","(1,15)","(8,6)","(11,4)","(1,16)","(2,15)","(7,12)","(2,6)","(3,8)","(6,14)","(5,7)","(6,17)","(6,2)"
-103559468,Descent2e,0,ABOUT_TO_START,0,0,5,10,"(11,5)","(2,15)","(6,3)","(6,5)","(1,15)","(1,16)","(2,16)","(2,7)","(2,2)","(2,5)","(3,4)","(3,3)","(8,3)"
-103559468,Descent2e,0,ROUND_OVER,42,13,5,10,"(7,4)","(6,17)","(9,3)","(6,5)","(1,15)","(1,16)","(3,14)","(2,7)","(2,4)","(2,5)","(3,8)","(4,13)","(7,7)"
-103559468,Descent2e,1,ROUND_OVER,78,13,5,10,"(7,4)","(6,17)","(9,3)","(6,5)","(2,16)","(1,16)","(2,15)","(2,7)","(2,4)","(2,5)","(4,13)","(4,17)","(7,7)"
-103559468,Descent2e,2,ROUND_OVER,107,12,5,10,"(7,4)","(6,17)","(9,3)","(6,5)","(2,16)","(1,16)","(7,15)","(5,7)","(8,2)","(2,5)","(2,7)","(4,17)","(7,7)"
-103559468,Descent2e,3,ROUND_OVER,126,13,5,10,"(7,4)","(6,17)","(9,3)","(6,5)","(2,16)","(1,16)","(8,11)","(5,7)","(8,2)","(2,5)","(2,7)","(4,17)","(7,7)"
-103559468,Descent2e,4,ROUND_OVER,153,13,5,10,"(7,4)","(6,17)","(7,3)","(6,5)","(2,16)","(1,16)","(8,11)","(5,7)","(8,2)","(2,5)","(2,7)","(4,17)","(7,7)"
-103559468,Descent2e,5,GAME_OVER,154,0,5,10,"(7,4)","(6,17)","(7,3)","(6,5)","(2,16)","(1,16)","(8,11)","(5,7)","(8,2)","(2,5)","(2,7)","(4,17)","(7,7)"
206270627,Descent2e,0,ABOUT_TO_START,0,0,5,11,"(11,4)","(1,15)","(8,3)","(10,6)","(2,15)","(1,16)","(2,16)","(5,7)","(2,7)","(3,4)","(4,2)","(5,5)","(9,6)"
206270627,Descent2e,0,ROUND_OVER,39,13,5,11,"(11,4)","(1,15)","(8,3)","(11,6)","(2,15)","(1,16)","(4,11)","(5,7)","(2,7)","(3,9)","(4,7)","(4,9)","(8,2)"
206270627,Descent2e,1,ROUND_OVER,58,13,5,11,"(11,4)","(1,15)","(8,3)","(11,6)","(2,15)","(1,16)","(4,11)","(5,7)","(2,7)","(3,9)","(4,7)","(3,11)","(8,2)"
206270627,Descent2e,2,ROUND_OVER,92,13,5,11,"(11,4)","(1,15)","(8,3)","(11,6)","(3,14)","(1,16)","(4,14)","(5,7)","(2,7)","(3,12)","(4,7)","(5,14)","(8,2)"
206270627,Descent2e,3,ROUND_OVER,115,12,5,11,"(11,4)","(1,15)","(8,3)","(11,6)","(3,14)","(1,16)","(5,13)","(4,11)","(2,7)","(4,14)","(4,7)","(8,6)","(8,2)"
206270627,Descent2e,4,ROUND_OVER,129,13,5,11,"(11,4)","(1,15)","(8,3)","(11,6)","(3,14)","(1,16)","(5,13)","(4,11)","(2,7)","(4,14)","(4,7)","(8,6)","(8,2)"
206270627,Descent2e,5,ROUND_OVER,147,13,5,11,"(11,4)","(1,15)","(8,3)","(11,6)","(3,14)","(1,16)","(6,14)","(4,11)","(2,7)","(4,14)","(4,7)","(8,6)","(8,2)"
206270627,Descent2e,6,GAME_OVER,160,4,5,11,"(11,4)","(1,15)","(8,3)","(11,6)","(3,14)","(1,16)","(5,17)","(4,11)","(2,7)","(4,14)","(4,7)","(8,6)","(8,2)"
