GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerName-0,Player-1,Player-0,Player-3,Player-2,PlayerName-1,PlayerName-2,PlayerName-3
-84488275,Descent2e,5,GAME_OVER,100,0,4,2,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-611313646,Descent2e,5,GAME_OVER,85,0,4,3,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1731327576,Descent2e,6,GAME_OVER,141,0,4,4,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1030049306,Descent2e,4,GAME_OVER,87,0,4,5,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-332434317,Descent2e,4,GAME_OVER,92,3,4,6,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
204336152,Descent2e,4,GAME_OVER,71,0,4,7,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
114044284,Descent2e,5,GAME_OVER,107,0,4,8,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1126255906,Descent2e,5,GAME_OVER,115,0,4,9,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-407615820,Descent2e,5,GAME_OVER,104,0,4,10,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
270862216,Descent2e,5,GAME_OVER,90,0,4,11,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1291781659,Descent2e,5,GAME_OVER,97,0,4,12,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1474588018,Descent2e,5,GAME_OVER,100,0,4,13,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
697030021,Descent2e,6,GAME_OVER,157,0,4,14,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
956090341,Descent2e,5,GAME_OVER,111,0,4,15,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1498501206,Descent2e,5,GAME_OVER,114,0,4,16,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-164530892,Descent2e,5,GAME_OVER,101,0,4,17,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-792746254,Descent2e,5,GAME_OVER,99,0,4,18,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1589492708,Descent2e,7,GAME_OVER,141,0,4,19,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1261642724,Descent2e,5,GAME_OVER,102,0,4,20,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-450095454,Descent2e,5,GAME_OVER,111,0,4,21,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1046689982,Descent2e,6,GAME_OVER,126,3,4,22,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1087748963,Descent2e,20,GAME_OVER,422,0,4,23,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
430231772,Descent2e,5,GAME_OVER,98,0,4,24,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
301146624,Descent2e,6,GAME_OVER,126,0,4,25,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-589854594,Descent2e,6,GAME_OVER,159,3,4,26,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
605096602,Descent2e,6,GAME_OVER,135,3,4,27,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
970052066,Descent2e,5,GAME_OVER,116,0,4,28,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1218200676,Descent2e,5,GAME_OVER,108,3,4,29,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
866989620,Descent2e,5,GAME_OVER,93,0,4,30,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-47842161,Descent2e,20,GAME_OVER,381,0,4,31,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-244636835,Descent2e,8,GAME_OVER,192,0,4,32,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-410429852,Descent2e,5,GAME_OVER,105,0,4,33,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
25608568,Descent2e,5,GAME_OVER,99,0,4,34,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-315373361,Descent2e,5,GAME_OVER,92,0,4,35,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1721235730,Descent2e,5,GAME_OVER,110,0,4,36,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1756951828,Descent2e,5,GAME_OVER,118,0,4,37,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
172730667,Descent2e,5,GAME_OVER,124,0,4,38,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-26441638,Descent2e,8,GAME_OVER,158,0,4,39,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1988733455,Descent2e,5,GAME_OVER,91,0,4,40,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1146669230,Descent2e,5,GAME_OVER,114,3,4,41,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
700752511,Descent2e,5,GAME_OVER,92,0,4,42,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1506964002,Descent2e,4,GAME_OVER,81,3,4,43,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1627911882,Descent2e,7,GAME_OVER,144,3,4,44,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1722747047,Descent2e,4,GAME_OVER,84,1,4,45,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-933116486,Descent2e,4,GAME_OVER,85,0,4,46,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-968323800,Descent2e,4,GAME_OVER,88,0,4,47,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
83430792,Descent2e,4,GAME_OVER,84,0,4,48,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
379763279,Descent2e,5,GAME_OVER,112,0,4,49,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-189775047,Descent2e,5,GAME_OVER,115,0,4,50,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1670167081,Descent2e,5,GAME_OVER,125,3,4,51,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1673858813,Descent2e,5,GAME_OVER,104,0,4,52,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-620912172,Descent2e,4,GAME_OVER,72,0,4,53,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1157110601,Descent2e,5,GAME_OVER,112,0,4,54,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
469411154,Descent2e,4,GAME_OVER,78,0,4,55,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1034279610,Descent2e,6,GAME_OVER,142,0,4,56,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1774101494,Descent2e,7,GAME_OVER,152,0,4,57,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
783867599,Descent2e,5,GAME_OVER,98,0,4,58,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1640918021,Descent2e,5,GAME_OVER,119,0,4,59,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1678493404,Descent2e,5,GAME_OVER,109,0,4,60,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1415472902,Descent2e,5,GAME_OVER,133,0,4,61,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1703327422,Descent2e,4,GAME_OVER,83,0,4,62,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
685957540,Descent2e,6,GAME_OVER,162,3,4,63,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1425051607,Descent2e,5,GAME_OVER,98,0,4,64,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1689921933,Descent2e,6,GAME_OVER,127,0,4,65,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1606762606,Descent2e,20,GAME_OVER,386,0,4,66,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-225376959,Descent2e,6,GAME_OVER,140,3,4,67,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1702859030,Descent2e,5,GAME_OVER,127,4,4,68,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-588199003,Descent2e,5,GAME_OVER,98,0,4,69,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1187448657,Descent2e,5,GAME_OVER,114,0,4,70,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1908777951,Descent2e,6,GAME_OVER,147,0,4,71,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-19063564,Descent2e,7,GAME_OVER,177,3,4,72,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-464392183,Descent2e,6,GAME_OVER,106,0,4,73,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-919846969,Descent2e,8,GAME_OVER,169,3,4,74,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-2107764011,Descent2e,4,GAME_OVER,73,0,4,75,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1049473689,Descent2e,4,GAME_OVER,95,0,4,76,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1439313004,Descent2e,7,GAME_OVER,140,0,4,77,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
255801388,Descent2e,4,GAME_OVER,86,0,4,78,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-790542024,Descent2e,5,GAME_OVER,95,1,4,79,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1632740047,Descent2e,6,GAME_OVER,135,0,4,80,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
743913869,Descent2e,4,GAME_OVER,78,0,4,81,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-158315121,Descent2e,5,GAME_OVER,118,0,4,82,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1270805651,Descent2e,4,GAME_OVER,69,0,4,83,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
732526831,Descent2e,5,GAME_OVER,96,3,4,84,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-155048468,Descent2e,5,GAME_OVER,86,0,4,85,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-432560100,Descent2e,5,GAME_OVER,132,0,4,86,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1277076695,Descent2e,7,GAME_OVER,139,0,4,87,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-2005341752,Descent2e,5,GAME_OVER,108,0,4,88,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1211112216,Descent2e,6,GAME_OVER,121,0,4,89,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1796206592,Descent2e,6,GAME_OVER,132,0,4,90,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
652297104,Descent2e,6,GAME_OVER,135,0,4,91,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1817228092,Descent2e,5,GAME_OVER,95,0,4,92,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1308411128,Descent2e,7,GAME_OVER,137,0,4,93,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1167325909,Descent2e,5,GAME_OVER,114,0,4,94,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
31869529,Descent2e,4,GAME_OVER,109,0,4,95,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1654391629,Descent2e,4,GAME_OVER,90,0,4,96,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1868522600,Descent2e,5,GAME_OVER,103,0,4,97,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-1686237354,Descent2e,7,GAME_OVER,139,0,4,98,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-188126062,Descent2e,6,GAME_OVER,126,0,4,99,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
-451448212,Descent2e,6,GAME_OVER,119,3,4,100,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
1905904503,Descent2e,4,GAME_OVER,82,0,4,101,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS
