GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),WinnerType(WinnerType),Positions(Barghest Minion 1),Positions(Hero 1),Positions(Barghest Minion 3),Positions(Barghest Minion 2),Positions(Hero 3),Positions(Hero 2),Positions(Hero 4),Positions(Goblin Minion 3),Positions(Goblin Minion 4),Positions(Goblin Minion 1),Positions(Goblin Minion 2),Positions(Goblin Master),Positions(Barghest Master),HealthPoints(Hero 1 HP),HealthPoints(Goblin Master HP),HealthPoints(Overlord Fatigue),HealthPoints(Goblin Minion 1 HP),HealthPoints(Goblin Minion 2 HP),HealthPoints(Hero 3 HP),HealthPoints(Hero 4 HP),HealthPoints(Goblin Minion 3 HP),HealthPoints(Goblin Minion 4 HP),HealthPoints(Hero 2 HP),HealthPoints(Barghest Minion 2 HP),HealthPoints(Barghest Minion 1 HP),HealthPoints(Barghest Minion 3 HP),HealthPoints(Barghest Master HP),GameScore(LeaderGap),GameScore(PlayerName-0),GameScore(Player-1),GameScore(Average),GameScore(Player-0),GameScore(Player-2),GameScore(PlayerName-1),GameScore(PlayerName-2),Winner(PlayerIdx)
1281305129,Descent2e,20,GAME_OVER,316,0,3,49,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,timeout,"(8,4)","(10,16)",,,,"(5,14)",,,,"(5,6)","(10,5)","(10,7)","(3,2)",8,4,6,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,-1
1140038455,Descent2e,7,GAME_OVER,113,0,3,50,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(3,4)","(3,17)",,,,"(5,14)",,,,"(4,7)","(2,6)","(4,17)","(7,3)",8,4,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
1735876788,Descent2e,4,GAME_OVER,74,0,3,51,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(6,2)","(3,16)",,,,"(3,9)",,,,"(3,8)","(5,7)","(5,15)","(10,3)",14,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
525184132,Descent2e,5,GAME_OVER,130,0,3,52,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(7,11)","(3,16)",,,,"(11,7)",,,,"(6,15)","(3,12)","(4,7)","(9,4)",8,4,7,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
2004361509,Descent2e,5,GAME_OVER,98,1,3,53,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(3,4)","(1,15)",,,,"(10,15)",,,,"(4,6)","(2,6)","(3,16)","(10,5)",10,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
110878610,Descent2e,7,GAME_OVER,124,2,3,54,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(7,3)","(3,17)",,,,"(4,14)",,,,"(4,7)","(11,6)","(4,17)","(3,3)",10,3,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-1543328477,Descent2e,20,GAME_OVER,268,0,3,55,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,timeout,"(11,4)","(1,16)",,,,"(4,15)",,,,"(3,7)","(9,4)","(6,6)","(11,6)",10,4,2,2,2,,,,,14,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,-1
-1089269642,Descent2e,5,GAME_OVER,87,0,3,56,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(10,3)","(1,15)",,,,"(3,14)",,,,"(4,16)","(8,2)","(9,3)","(8,3)",8,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-2129000077,Descent2e,20,GAME_OVER,303,0,3,57,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,timeout,"(8,3)","(2,16)",,,,"(3,15)",,,,"(3,4)","(5,5)","(2,5)","(9,4)",10,4,5,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,-1
-577028418,Descent2e,5,GAME_OVER,86,2,3,58,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(10,6)","(3,15)",,,,"(7,15)",,,,"(4,11)","(5,14)","(6,3)","(11,6)",14,4,7,2,1,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-1957619555,Descent2e,20,GAME_OVER,279,0,3,59,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,timeout,"(6,3)","(5,16)",,,,"(5,15)",,,,"(8,4)","(9,5)","(6,5)","(8,2)",5,4,4,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,-1
431636578,Descent2e,5,GAME_OVER,84,0,3,60,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(10,4)","(1,15)",,,,"(6,15)",,,,"(4,6)","(3,17)","(5,4)","(8,2)",10,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
1984546776,Descent2e,8,GAME_OVER,141,0,3,61,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(9,5)","(1,15)",,,,"(5,6)",,,,"(5,5)","(4,15)","(5,12)","(6,3)",12,1,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-1469026952,Descent2e,5,GAME_OVER,96,0,3,62,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(8,4)","(1,15)",,,,"(5,14)",,,,"(4,7)","(5,7)","(6,15)","(10,4)",12,1,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-368328817,Descent2e,7,GAME_OVER,111,0,3,63,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(8,3)","(1,16)",,,,"(8,14)",,,,"(4,8)","(3,7)","(3,14)","(10,5)",13,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-328454052,Descent2e,6,GAME_OVER,125,2,3,64,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(10,3)","(3,13)",,,,"(2,16)",,,,"(5,7)","(2,7)","(6,17)","(6,6)",8,4,7,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
1036246523,Descent2e,5,GAME_OVER,88,0,3,65,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(9,3)","(2,15)",,,,"(3,15)",,,,"(5,15)","(9,2)","(3,8)","(8,2)",14,1,7,2,2,,,,,5,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-1439845840,Descent2e,8,GAME_OVER,149,2,3,66,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(9,2)","(3,17)",,,,"(4,4)",,,,"(6,16)","(11,4)","(8,3)","(10,3)",14,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
1766046121,Descent2e,9,GAME_OVER,141,0,3,67,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(8,2)","(2,16)",,,,"(4,15)",,,,"(4,14)","(9,10)","(9,3)","(6,2)",10,4,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-266231328,Descent2e,5,GAME_OVER,102,0,3,68,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(9,5)","(1,16)",,,,"(2,15)",,,,"(3,6)","(4,7)","(4,14)","(7,3)",10,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-445426961,Descent2e,4,GAME_OVER,72,0,3,69,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(6,3)","(1,15)",,,,"(9,16)",,,,"(3,5)","(4,4)","(3,15)","(9,3)",14,4,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
444523532,Descent2e,9,GAME_OVER,162,0,3,70,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(11,4)","(5,14)",,,,"(5,13)",,,,"(5,15)","(8,2)","(11,6)","(9,6)",8,4,7,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
1087194764,Descent2e,7,GAME_OVER,134,0,3,71,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(10,4)","(1,15)",,,,"(5,9)",,,,"(8,4)","(6,4)","(3,17)","(9,3)",8,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
42919042,Descent2e,20,GAME_OVER,256,0,3,72,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,timeout,"(8,4)","(2,16)",,,,"(9,12)",,,,"(3,6)","(7,7)","(8,2)","(9,5)",10,4,2,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,-1
-1391062767,Descent2e,5,GAME_OVER,95,0,3,73,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(9,3)","(1,15)",,,,"(4,11)",,,,"(4,6)","(3,7)","(5,17)","(6,2)",12,4,7,2,2,,,,,14,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-1318988238,Descent2e,20,GAME_OVER,321,0,3,74,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,timeout,"(10,3)","(5,17)",,,,"(4,11)",,,,"(6,6)","(9,5)","(8,6)","(7,3)",10,4,5,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,-1
1070895554,Descent2e,13,GAME_OVER,207,0,3,75,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(8,2)","(1,16)",,,,"(4,16)",,,,"(7,7)","(10,5)","(4,14)","(9,5)",10,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-1300726584,Descent2e,5,GAME_OVER,95,3,3,76,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(6,2)","(1,15)",,,,"(3,14)",,,,"(3,17)","(3,7)","(11,7)","(10,5)",14,4,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
1718144275,Descent2e,20,GAME_OVER,233,0,3,77,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,timeout,"(11,6)","(4,16)",,,,"(5,15)",,,,"(11,5)","(8,7)","(9,6)","(8,3)",8,4,5,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,-1
1776530246,Descent2e,5,GAME_OVER,114,0,3,78,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(8,2)","(3,16)",,,,"(4,7)",,,,"(9,2)","(11,6)","(5,14)","(10,3)",14,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-1385807378,Descent2e,4,GAME_OVER,69,1,3,79,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(6,6)","(4,12)",,,,"(7,17)",,,,"(5,7)","(5,3)","(5,14)","(10,3)",10,4,7,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-1502554794,Descent2e,5,GAME_OVER,93,0,3,80,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(9,6)","(2,16)",,,,"(4,7)",,,,"(3,7)","(4,14)","(5,6)","(6,4)",8,4,7,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
641845849,Descent2e,7,GAME_OVER,104,0,3,81,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(11,5)","(1,15)",,,,"(5,7)",,,,"(2,7)","(9,6)","(6,14)","(9,2)",8,4,7,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-866513615,Descent2e,6,GAME_OVER,98,2,3,82,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(11,4)","(1,15)",,,,"(4,8)",,,,"(5,7)","(7,7)","(5,16)","(7,2)",10,4,7,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-1483389116,Descent2e,20,GAME_OVER,241,0,3,83,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,timeout,"(6,2)","(1,16)",,,,"(3,12)",,,,"(4,7)","(11,6)","(9,6)","(9,3)",8,4,1,2,2,,,,,14,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,-1
39673420,Descent2e,20,GAME_OVER,238,0,3,84,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,timeout,"(6,2)","(6,17)",,,,"(6,15)",,,,"(10,7)","(7,4)","(9,4)","(10,4)",12,4,5,2,2,,,,,14,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,-1
-1063055229,Descent2e,20,GAME_OVER,251,0,3,85,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,timeout,"(9,6)","(4,13)",,,,"(2,16)",,,,"(6,2)","(10,6)","(6,6)","(7,4)",12,4,5,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,-1
-625564380,Descent2e,4,GAME_OVER,82,2,3,86,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(9,5)","(2,15)",,,,"(5,9)",,,,"(2,5)","(9,2)","(6,14)","(6,4)",8,4,7,2,2,,,,,14,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-460677830,Descent2e,6,GAME_OVER,99,0,3,87,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(9,6)","(2,16)",,,,"(5,15)",,,,"(3,16)","(9,5)","(10,6)","(6,4)",14,4,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
1831059179,Descent2e,6,GAME_OVER,101,0,3,88,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(9,4)","(2,16)",,,,"(3,14)",,,,"(4,15)","(3,7)","(4,7)","(10,4)",12,4,7,1,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-918428086,Descent2e,6,GAME_OVER,86,0,3,89,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(9,3)","(1,15)",,,,"(5,16)",,,,"(6,17)","(2,6)","(5,5)","(8,2)",8,4,7,2,2,,,,,14,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
369176540,Descent2e,5,GAME_OVER,90,0,3,90,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(7,3)","(3,15)",,,,"(6,16)",,,,"(6,14)","(10,3)","(3,6)","(10,5)",6,4,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
1415771007,Descent2e,20,GAME_OVER,282,0,3,91,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,timeout,"(9,3)","(10,17)",,,,"(4,15)",,,,"(9,2)","(6,5)","(6,4)","(7,3)",10,4,3,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,-1
2059795838,Descent2e,4,GAME_OVER,82,0,3,92,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(9,3)","(6,15)",,,,"(9,15)",,,,"(2,6)","(4,14)","(5,6)","(10,3)",8,4,7,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-1953847921,Descent2e,5,GAME_OVER,78,0,3,93,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(6,2)","(3,17)",,,,"(6,15)",,,,"(5,10)","(4,9)","(3,15)","(9,3)",8,4,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
1660066343,Descent2e,5,GAME_OVER,98,1,3,94,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(10,3)","(1,16)",,,,"(4,7)",,,,"(6,14)","(11,4)","(3,7)","(9,5)",10,1,7,1,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-1735822804,Descent2e,4,GAME_OVER,87,2,3,95,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(8,2)","(1,15)",,,,"(4,10)",,,,"(4,6)","(7,2)","(5,14)","(7,4)",8,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
37667191,Descent2e,4,GAME_OVER,80,0,3,96,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(9,7)","(2,16)",,,,"(10,14)",,,,"(3,7)","(4,4)","(3,15)","(10,4)",14,4,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-1375388495,Descent2e,7,GAME_OVER,111,0,3,97,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(4,3)","(1,15)",,,,"(7,16)",,,,"(4,15)","(9,3)","(10,5)","(8,4)",8,4,7,2,2,,,,,14,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-111046234,Descent2e,6,GAME_OVER,139,1,3,98,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(2,3)","(1,15)",,,,"(5,4)",,,,"(5,13)","(3,5)","(3,14)","(6,3)",10,4,7,1,2,,,,,9,,6,,3,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-2072113863,Descent2e,4,GAME_OVER,83,0,3,99,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(10,5)","(1,16)",,,,"(5,15)",,,,"(5,16)","(3,5)","(4,16)","(9,6)",2,3,7,2,2,,,,,0,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
-1478683689,Descent2e,20,GAME_OVER,272,0,3,100,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,timeout,"(6,2)","(1,16)",,,,"(5,11)",,,,"(11,6)","(10,4)","(11,7)","(9,6)",14,4,6,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,-1
-1636830946,Descent2e,5,GAME_OVER,76,0,3,101,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS,1,BasicMCTS,1,1,1,1,BasicMCTS,1,BasicMCTS,overlord,"(10,5)","(1,15)",,,,"(6,5)",,,,"(4,7)","(2,4)","(6,16)","(7,2)",12,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,0
